delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_minutes,promised_window_hours,promised_window_minutes,is_delayed,is_failed,customer_id,service_type,order_created_at,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,high_risk_vehicle,hub_name,zone,hub_type,capacity_score
DL00743,O00171,D158,V083,H03,2025-05-01 03:28:00,2025-05-01 03:30:56.577270,ontime,33.77,0,0,5.0,13.64,2.9429545,1,60,0,0,C0447,parcel,2025-05-01 02:08:00,airport,airport,critical,63.41,app,0,42,north,consumer,2024-03-07 12:16:00,28.5,43.4,app,active,central,fulltime,5,81.4,4.45,morning,1,cargovan,north,2024-04-11 18:04:00,79.3,42073,active,v2.2,0,East Dock,east,warehouse,74
DL00744,O00899,D052,V062,H06,2025-02-04 09:43:00,2025-02-04 23:30:54.825818,delayed,25.36,5,0,1.64,13.11,827.9137636333332,6,360,1,0,C0440,passenger,2025-02-04 07:21:00,airport,riverside,critical,184.27,web,0,48,east,consumer,2024-05-04 09:18:00,63.8,100.0,app,active,riverside,fulltime,8,71.7,3.39,morning,1,hybrid,north,2024-02-13 22:26:00,89.9,113343,active,v2.0,0,Airport Hub,airport,dispatch,71
DL00745,O00333,D092,V072,H07,2025-03-25 06:36:00,2025-03-25 23:16:54.876514,failed,11.35,0,0,4.29,13.37,1000.9146085666667,6,360,1,1,C0123,medical,2025-03-25 05:27:00,east,central,medium,71.97,app,0,56,south,sme,2025-07-15 17:08:00,76.8,40.6,app,active,east,fulltime,15,88.2,4.24,evening,1,cargovan,airport,2025-02-24 19:07:00,78.1,89109,inrepair,v2.1,1,Riverside Hub,riverside,warehouse,66
DL00746,O00431,D002,V097,H02,2025-03-29 13:29:00,2025-03-29 17:02:43.497442,ontime,14.4,1,0,3.32,11.96,213.72495736666667,4,240,0,0,C0425,retail,2025-03-29 12:23:00,south,riverside,medium,24.45,app,0,55,riverside,consumer,2024-12-01 10:29:00,66.3,76.1,app,dormant,central,fulltime,4,42.4,3.94,evening,1,ev,ctr,2024-11-12 12:56:00,92.1,18680,active,v2.1,0,South Link,south,dispatch,78
DL00747,O00482,D008,V085,H08,2025-11-10 04:00:00,2025-11-10 08:22:40.558319,ontime,15.25,1,0,4.27,12.88,262.67597198333334,6,360,0,0,C0268,retail,2025-11-10 01:46:00,east,west,medium,114.62,phone,0,65,east,enterprise,2025-08-04 04:00:00,64.3,26.8,app,active,south,fulltime,9,84.1,3.88,morning,1,cargovan,south,2025-09-30 12:01:00,87.3,145652,active,v2.1,0,Midtown Relay,central,charging,63
DL00748,O00741,D156,V119,H04,2025-05-30 02:47:00,2025-05-30 16:13:17.676946,delayed,32.739999999999995,1,0,4.04,16.92,806.2946157666667,6,360,1,0,C0552,retail,2025-05-30 01:28:00,airport,north,low,72.44,app,1,41,north,consumer,2024-04-17 08:34:00,62.4,68.2,app,active,south,fulltime,14,84.5,3.62,evening,1,ev,riverside,2025-08-17 06:19:00,67.6,215407,inrepair,v2.1,1,West Gate,west,dispatch,69
DL00749,O01036,D026,V013,H06,2024-02-28 20:38:00,2024-02-28 23:29:47.067192,ontime,13.64,1,0,4.27,10.07,171.7844532,4,240,0,0,C0647,medical,2024-02-28 19:43:00,central,north,low,66.82,app,1,42,east,consumer,2024-10-16 01:45:00,59.6,76.1,app,active,north,parttime,4,84.9,3.15,night,0,cargovan,west,2025-07-17 18:07:00,68.3,153106,scheduled,v2.0,1,Airport Hub,airport,dispatch,71
DL00750,O00976,D156,V109,H08,2024-02-02 19:55:00,2024-02-03 23:06:56.973662,delayed,13.29,0,0,2.64,10.65,1631.9495610333333,24,1440,1,0,C0078,medical,2024-02-02 17:41:00,central,east,high,40.78,phone,0,40,east,consumer,2024-06-01 20:16:00,35.2,24.6,phone,active,south,fulltime,14,84.5,3.62,evening,1,hybrid,airport,2024-10-17 11:15:00,60.6,193552,inrepair,v2.1,1,Midtown Relay,central,charging,63
DL00751,O00234,D136,V073,H01,2025-02-19 12:33:00,2025-02-19 17:19:04.396738,ontime,13.68,0,0,5.0,8.76,286.07327896666663,6,360,0,0,C0145,parcel,2025-02-19 10:03:00,south,riverside,low,42.01,web,0,34,airport,consumer,2024-09-11 06:17:00,99.0,30.6,unknown,active,airport,fulltime,4,89.5,3.99,evening,1,hybrid,airport,2024-05-28 05:33:00,,191353,active,v2.1,0,North Exchange,north,dispatch,82
DL00753,O01139,D163,V101,H04,2024-03-05 15:46:00,2024-03-05 23:19:36.199347,ontime,17.13,1,0,4.6,16.29,453.60332245,6,360,1,0,C0474,medical,2024-03-05 14:43:00,east,east,medium,87.44,app,0,40,central,consumer,2025-06-30 02:41:00,65.5,72.0,app,active,riverside,fulltime,11,78.2,4.5,morning,0,hybrid,north,2024-07-10 00:56:00,84.8,106932,inrepair,v2.1,1,West Gate,west,dispatch,69
DL00755,O01073,D084,V024,H08,2024-01-05 05:34:00,2024-01-05 21:45:54.509466,delayed,21.74,1,0,2.22,13.13,971.9084911000001,6,360,1,0,C0047,passenger,2024-01-05 05:05:00,central,airport,medium,34.23,app,0,25,east,consumer,2025-05-20 01:13:00,81.3,26.5,app,active,central,parttime,2,47.2,3.99,evening,1,ev,east,2025-05-26 12:28:00,74.9,56967,active,v2.1,0,Midtown Relay,central,charging,63
DL00757,O00074,D135,V002,H06,2025-10-18 14:03:00,2025-10-18 21:07:10.495229,delayed,12.69,1,1,5.0,6.5,424.1749204833333,6,360,1,0,C0644,parcel,2025-10-18 11:44:00,riverside,riverside,critical,20.6,app,0,46,riverside,consumer,2024-10-28 10:21:00,51.1,64.4,app,active,riverside,parttime,2,70.3,4.4,flexible,1,ev,airport,2024-04-21 16:14:00,67.9,159368,inrepair,v2.2,1,Airport Hub,airport,dispatch,71
DL00758,O01126,D085,V043,H07,2025-05-02 17:34:00,2025-05-03 09:21:46.227061,delayed,21.98,4,0,2.72,17.1,947.7704510166666,4,240,1,0,C0587,parcel,2025-05-02 16:19:00,south,central,medium,15.01,web,0,28,south,consumer,2024-01-01 01:03:00,55.7,82.8,app,active,north,parttime,9,84.5,4.11,evening,0,ev,south,2025-02-23 11:32:00,76.4,149922,scheduled,v2.0,0,Riverside Hub,riverside,warehouse,66
DL00759,O01240,D012,V120,H08,2025-10-08 15:19:00,2025-10-08 18:32:38.817145,ontime,6.57,0,0,4.47,11.36,193.6469524166667,2,120,1,0,C0649,passenger,2025-10-08 14:51:00,east,east,high,178.86,phone,0,75,central,enterprise,2025-09-08 16:30:00,42.1,34.4,app,active,south,fulltime,10,95.1,4.48,night,1,ev,central,2025-05-02 16:13:00,73.6,192246,active,v2.0,0,Midtown Relay,central,charging,63
DL00760,O00226,D081,V030,H04,2024-07-23 14:20:00,2024-07-24 15:40:22.678171,ontime,12.22,0,0,4.2,14.58,1520.3779695166668,24,1440,1,0,C0292,parcel,2024-07-23 13:40:00,east,north,medium,63.79,app,0,24,south,consumer,2025-03-02 11:24:00,73.2,57.9,app,active,riverside,parttime,1,82.0,4.78,flexible,1,cargovan,north,2025-09-14 07:20:00,78.0,134360,active,v2.1,0,West Gate,west,dispatch,69
DL00761,O00810,D134,V088,H04,2024-04-16 04:12:00,2024-04-16 15:34:08.978231,ontime,1.2,1,0,3.48,3.76,682.1496371833333,12,720,0,0,C0408,parcel,2024-04-16 03:37:00,north,south,high,129.12,app,0,44,airport,consumer,2025-10-02 12:02:00,52.2,51.0,web,active,south,parttime,4,61.5,3.59,flexible,1,diesel,north,2024-02-14 14:03:00,80.3,50427,inrepair,v2.1,1,West Gate,west,dispatch,69
DL00762,O00864,D133,V002,H03,2024-08-04 01:29:00,2024-08-04 04:51:39.011458,ontime,34.77,1,0,3.95,18.48,202.65019096666668,4,240,0,0,C0246,business,2024-08-03 23:48:00,airport,central,low,45.78,phone,0,32,central,consumer,2025-10-20 07:05:00,63.8,60.6,phone,active,south,contract,12,88.2,3.99,flexible,1,ev,airport,2024-04-21 16:14:00,67.9,159368,inrepair,v2.2,1,East Dock,east,warehouse,74
DL00763,O00837,D110,V059,H02,2024-04-18 19:06:00,2024-04-20 06:31:48.519667,failed,16.1,0,1,3.96,13.38,2125.808661116667,24,1440,1,1,C0578,parcel,2024-04-18 16:50:00,east,west,low,35.47,app,0,63,ctr,sme,2024-06-01 14:06:00,74.1,46.0,app,active,riverside,contract,7,40.6,4.1,morning,1,hybrid,airport,2024-03-02 20:36:00,85.2,188332,inrepair,v2.1,1,South Link,south,dispatch,78
DL00764,O01187,D049,V004,H07,2025-11-17 02:29:00,2025-11-17 10:47:40.202073,delayed,14.53,0,0,2.42,10.58,498.67003455,1,60,1,0,C0451,medical,2025-11-17 01:22:00,north,airport,low,53.13,app,0,56,east,consumer,2024-02-07 03:00:00,17.0,57.1,web,active,central,contract,14,41.4,4.0,morning,1,hybrid,riverside,2024-06-07 13:21:00,,36310,active,v2.2,0,Riverside Hub,riverside,warehouse,66
DL00765,O00043,D126,V023,H06,2024-01-01 06:03:00,2024-01-01 15:35:48.325916,ontime,16.23,1,0,4.81,15.76,572.8054319333334,12,720,0,0,C0416,retail,2024-01-01 03:53:00,east,riverside,medium,48.59,api,0,34,south,consumer,2024-10-09 09:00:00,66.0,16.7,web,active,east,parttime,9,69.7,4.1,evening,1,hybrid,east,2024-01-07 23:54:00,70.7,188387,active,v2.1,0,Airport Hub,airport,dispatch,71
DL00766,O00371,D082,V088,H07,2025-01-27 04:54:00,2025-01-27 12:48:47.192242,failed,10.55,0,0,2.58,13.84,474.78653736666666,4,240,1,1,C0530,business,2025-01-27 04:24:00,north,north,medium,73.83,web,1,28,west,sme,2025-05-31 12:41:00,55.9,35.1,partner api,active,west,parttime,14,74.1,4.63,evening,1,diesel,north,2024-02-14 14:03:00,80.3,50427,inrepair,v2.1,1,Riverside Hub,riverside,warehouse,66
DL00767,O00948,D096,V099,H02,2025-05-14 05:19:00,2025-05-14 14:53:57.043442,delayed,5.39,2,0,3.98,3.62,574.9507240333334,6,360,1,0,C0626,business,2025-05-14 03:07:00,north,west,low,60.77,app,0,45,south,consumer,2025-08-01 05:09:00,61.6,6.0,phone,active,ctr,fulltime,4,56.4,4.03,morning,1,hybrid,south,2024-09-06 02:11:00,65.8,92896,active,v2.0,1,South Link,south,dispatch,78
DL00768,O00800,D086,V043,H04,2024-01-29 02:36:00,2024-01-29 18:44:35.264297,delayed,14.84,0,0,1.74,20.01,968.5877382833334,6,360,1,0,C0032,medical,2024-01-29 00:52:00,south,north,medium,102.47,phone,0,69,west,consumer,2024-06-17 10:09:00,85.0,40.5,phone,dormant,north,parttime,14,70.6,5.0,flexible,1,ev,south,2025-02-23 11:32:00,76.4,149922,scheduled,v2.0,0,West Gate,west,dispatch,69
DL00770,O00217,D091,V077,H08,2024-01-22 08:17:00,2024-01-23 05:25:22.078025,ontime,29.87,1,0,4.21,17.68,1268.3679670833333,24,1440,0,0,C0331,retail,2024-01-22 07:29:00,airport,airport,medium,40.42,phone,1,58,riverside,consumer,2025-02-26 12:26:00,52.0,34.8,app,active,riverside,fulltime,12,68.0,4.46,night,1,ev,south,2025-04-23 19:27:00,67.6,116877,scheduled,v2.1,1,Midtown Relay,central,charging,63
DL00771,O00257,D003,V116,H01,2024-08-11 03:42:00,2024-08-11 07:16:26.127371,ontime,11.52,2,0,4.78,14.84,214.43545618333334,6,360,0,0,C0128,passenger,2024-08-11 01:25:00,south,north,critical,87.95,phone,1,34,airport,sme,2024-09-14 06:18:00,47.3,72.7,app,active,airport,fulltime,11,96.5,5.0,evening,1,diesel,east,2025-04-23 07:10:00,62.7,71822,active,v2.1,1,North Exchange,north,dispatch,82
DL00772,O01108,D135,V058,H07,2024-10-24 07:22:00,2024-10-24 12:22:16.408717,ontime,15.77,0,0,4.48,12.1,300.27347861666664,4,240,1,0,C0235,parcel,2024-10-24 06:40:00,north,central,critical,164.37,web,0,35,airport,enterprise,2024-06-07 21:57:00,43.7,60.0,phone,active,riverside,parttime,2,70.3,4.4,flexible,1,hybrid,central,2024-07-11 13:11:00,74.1,15138,active,v2.0,0,Riverside Hub,riverside,warehouse,66
DL00773,O00080,D101,V050,H03,2025-11-13 05:00:00,2025-11-13 09:21:31.940911,ontime,19.65,0,0,3.41,11.72,261.5323485166667,4,240,1,0,C0082,parcel,2025-11-13 04:38:00,south,south,medium,135.71,app,0,49,east,consumer,2025-05-10 09:05:00,72.8,92.8,web,active,west,fulltime,8,75.6,4.48,morning,1,ev,riverside,2024-04-04 05:23:00,96.5,114188,active,v2.1,0,East Dock,east,warehouse,74
DL00774,O01180,D049,V032,H02,2024-09-07 21:42:00,2024-09-08 11:19:33.834567,delayed,26.83,1,0,4.21,12.3,817.56390945,2,120,1,0,C0197,passenger,2024-09-07 20:51:00,airport,central,high,109.31,web,1,29,riverside,consumer,2024-11-08 16:48:00,58.4,62.0,app,active,central,contract,14,41.4,4.0,morning,1,cargovan,north,2024-01-11 00:03:00,74.1,102207,active,v1.9,0,South Link,south,dispatch,78
DL00775,O00153,D109,V040,H05,2025-02-09 09:08:00,2025-02-10 21:51:56.051970,delayed,3.69,0,1,2.36,14.94,2203.9341995,24,1440,1,0,C0378,parcel,2025-02-09 08:07:00,north,airport,low,33.01,web,0,38,riverside,consumer,2024-07-17 07:29:00,26.2,77.3,app,active,central,contract,14,68.1,3.94,morning,1,ev,central,2025-11-23 11:28:00,90.0,133770,active,v2.0,0,Central Core,central,control,88
DL00777,O00316,D064,V088,H05,2025-07-31 14:43:00,2025-07-31 20:19:26.952510,ontime,13.91,0,0,3.58,13.71,336.4492085,6,360,0,0,C0094,medical,2025-07-31 12:26:00,west,west,low,53.63,app,0,22,riverside,consumer,2025-05-29 10:40:00,58.0,61.6,phone,active,south,parttime,14,88.9,4.18,morning,1,diesel,north,2024-02-14 14:03:00,80.3,50427,inrepair,v2.1,1,Central Core,central,control,88
DL00778,O00965,D143,V005,H08,2024-09-28 17:43:00,2024-09-29 14:06:23.080609,failed,18.34,3,0,2.96,12.7,1223.3846768166666,6,360,1,1,C0384,passenger,2024-09-28 14:59:00,east,north,low,76.97,web,0,24,riverside,consumer,2024-05-29 12:03:00,67.4,53.4,web,active,central,fulltime,6,68.5,4.14,night,1,cargovan,west,2025-11-15 11:08:00,58.6,146638,active,v2.2,1,Midtown Relay,central,charging,63
DL00779,O01146,D127,V048,H08,2025-11-17 05:21:00,2025-11-17 11:08:16.099967,ontime,6.04,1,0,4.27,15.07,347.2683327833333,6,360,0,0,C0118,business,2025-11-17 04:33:00,south,east,high,61.63,phone,0,20,south,consumer,2024-06-23 04:01:00,79.1,31.1,app,active,central,fulltime,10,61.5,4.19,morning,1,diesel,central,2025-10-01 18:21:00,76.1,87659,active,v2.1,0,Midtown Relay,central,charging,63
DL00780,O01202,D155,V040,H01,2024-11-14 16:31:00,2024-11-14 23:40:12.695034,ontime,12.72,0,0,3.64,15.59,429.2115839,6,360,1,0,C0459,retail,2024-11-14 15:24:00,east,north,medium,65.73,phone,0,20,west,consumer,2024-09-23 21:00:00,56.1,62.6,app,dormant,central,parttime,6,69.5,3.98,morning,1,ev,central,2025-11-23 11:28:00,90.0,133770,active,v2.0,0,North Exchange,north,dispatch,82
DL00781,O00871,D082,V092,H02,2025-12-24 06:28:00,2025-12-25 04:08:15.868710,failed,11.59,0,0,4.6,17.88,1300.2644785,6,360,1,1,C0298,parcel,2025-12-24 04:16:00,riverside,north,high,46.35,phone,0,63,north,consumer,2024-03-07 12:24:00,66.9,88.6,app,dormant,west,parttime,14,74.1,4.63,evening,1,hybrid,east,2024-01-07 14:19:00,80.5,36143,inrepair,v2.1,1,South Link,south,dispatch,78
DL00782,O00602,D019,V030,H07,2025-12-11 11:15:00,2025-12-12 05:39:43.350189,delayed,16.3,0,0,3.47,13.54,1104.72250315,6,360,1,0,C0257,passenger,2025-12-11 09:57:00,ctr,airport,medium,127.09,web,0,34,west,consumer,2025-04-30 08:51:00,55.0,93.1,app,active,riverside,fulltime,11,73.4,3.82,flexible,0,cargovan,north,2025-09-14 07:20:00,78.0,134360,active,v2.1,0,Riverside Hub,riverside,warehouse,66
DL00783,O00380,D099,V015,H07,2025-02-20 00:44:00,2025-02-20 20:49:44.816047,failed,8.95,2,1,1.67,16.86,1205.7469341166666,6,360,1,1,C0057,passenger,2025-02-19 22:35:00,north,north,low,95.96,app,0,29,north,consumer,2024-06-03 07:42:00,68.2,37.1,web,active,north,contract,10,82.7,3.48,night,1,cargovan,airport,2024-06-02 13:54:00,78.2,67614,inrepair,v1.9,1,Riverside Hub,riverside,warehouse,66
DL00784,O00073,D095,V039,H05,2025-03-31 05:10:00,2025-04-01 01:01:35.158033,delayed,5.24,0,1,2.29,13.26,1191.5859672166666,4,240,1,0,C0331,passenger,2025-03-31 04:59:00,ctr,south,high,30.82,app,0,58,riverside,consumer,2025-02-26 12:26:00,52.0,34.8,app,active,west,fulltime,12,99.0,3.15,night,1,ev,east,2025-01-01 01:38:00,69.5,37024,inrepair,v1.9,1,Central Core,central,control,88
DL00785,O00726,D099,V031,H01,2024-02-05 00:29:00,2024-02-05 02:55:03.780804,ontime,18.6,1,0,4.22,17.03,146.0630134,4,240,0,0,C0284,retail,2024-02-04 23:52:00,airport,airport,medium,59.57,web,0,39,north,consumer,2024-05-15 19:52:00,79.6,65.4,app,active,north,contract,10,82.7,3.48,night,1,ev,east,2024-07-28 13:57:00,89.3,193526,active,v1.9,0,North Exchange,north,dispatch,82
DL00786,O00232,D083,V088,H06,2025-06-05 22:06:00,2025-06-06 00:04:10.671933,ontime,15.42,0,0,5.0,14.69,118.17786554999999,6,360,0,0,C0533,retail,2025-06-05 20:15:00,riverside,central,medium,122.94,api,1,35,south,consumer,2025-12-10 03:12:00,46.9,65.4,app,active,north,fulltime,12,80.8,4.16,flexible,1,diesel,north,2024-02-14 14:03:00,80.3,50427,inrepair,v2.1,1,Airport Hub,airport,dispatch,71
DL00787,O00102,D159,V071,H06,2024-05-22 00:18:00,2024-05-22 00:52:19.834138,ontime,11.22,3,0,4.01,9.72,34.33056896666667,2,120,0,0,C0253,passenger,2024-05-21 23:01:00,central,north,high,146.42,app,0,48,west,consumer,2024-01-04 14:51:00,49.4,38.5,app,active,airport,fulltime,11,68.6,4.18,morning,1,ev,west,2024-05-27 18:12:00,73.8,195310,scheduled,v1.9,0,Airport Hub,airport,dispatch,71
DL00788,O00927,D108,V058,H05,2025-05-07 05:03:00,2025-05-08 00:15:39.140252,failed,10.39,0,0,4.32,19.57,1152.6523375333334,6,360,1,1,C0533,medical,2025-05-07 03:53:00,north,west,medium,76.32,app,0,35,south,consumer,2025-12-10 03:12:00,46.9,65.4,app,active,south,fulltime,10,70.6,4.33,morning,1,hybrid,central,2024-07-11 13:11:00,74.1,15138,active,v2.0,0,Central Core,central,control,88
DL00789,O00536,D103,V031,H06,2025-11-03 11:23:00,2025-11-04 12:13:51.444514,failed,15.28,3,1,3.03,11.56,1490.8574085666667,12,720,1,1,C0372,medical,2025-11-03 09:03:00,west,central,low,204.12,web,1,34,west,consumer,2024-02-04 22:21:00,26.2,59.4,phone,active,central,fulltime,15,72.5,4.4,morning,1,ev,east,2024-07-28 13:57:00,89.3,193526,active,v1.9,0,Airport Hub,airport,dispatch,71
DL00790,O00628,D170,V039,H08,2024-10-26 12:51:00,2024-10-27 03:56:55.676864,delayed,12.25,0,1,3.68,5.21,905.9279477333333,12,720,1,0,C0056,passenger,2024-10-26 10:05:00,riverside,north,medium,52.85,app,1,54,north,consumer,2024-06-03 02:11:00,71.1,32.0,app,active,west,fulltime,14,75.2,4.48,morning,1,ev,east,2025-01-01 01:38:00,69.5,37024,inrepair,v1.9,1,Midtown Relay,central,charging,63
DL00791,O01047,D085,V116,H01,2025-11-10 17:11:00,2025-11-10 20:04:01.891025,ontime,21.48,1,0,4.67,22.23,173.03151708333334,4,240,0,0,C0121,parcel,2025-11-10 15:49:00,west,riverside,high,32.59,phone,0,25,south,consumer,2025-09-18 19:30:00,90.9,59.0,phone,active,north,parttime,9,84.5,4.11,evening,0,diesel,east,2025-04-23 07:10:00,62.7,71822,active,v2.1,1,North Exchange,north,dispatch,82
DL00792,O00033,D106,V094,H08,2025-12-30 21:39:00,2025-12-31 14:37:51.118085,failed,14.69,1,0,3.2,16.8,1018.8519680833334,6,360,1,1,C0471,retail,2025-12-30 21:02:00,north,east,low,36.7,phone,1,42,north,consumer,2025-05-10 02:26:00,59.9,28.0,app,dormant,central,contract,12,71.9,3.66,morning,1,cargovan,central,2025-05-22 02:15:00,65.9,159262,scheduled,v1.9,1,Midtown Relay,central,charging,63
DL00793,O00095,D119,V043,H03,2025-05-15 14:55:00,2025-05-16 13:44:08.347336,ontime,17.36,2,0,4.7,14.29,1369.1391222666668,24,1440,0,0,C0378,medical,2025-05-15 13:31:00,south,north,low,103.06,app,0,38,riverside,consumer,2024-07-17 07:29:00,26.2,77.3,app,active,south,fulltime,5,56.0,3.55,flexible,1,ev,south,2025-02-23 11:32:00,76.4,149922,scheduled,v2.0,0,East Dock,east,warehouse,74
DL00794,O00265,D052,V079,H04,2024-05-19 02:54:00,2024-05-19 08:03:52.670590,delayed,12.37,1,0,1.76,17.61,309.8778431666667,4,240,1,0,C0244,parcel,2024-05-19 00:12:00,riverside,south,medium,20.51,app,0,27,airport,consumer,2024-01-17 21:37:00,52.7,54.9,phone,active,riverside,fulltime,8,71.7,3.39,morning,1,ev,airport,2025-12-01 18:20:00,100.0,117995,active,v2.2,0,West Gate,west,dispatch,69
DL00795,O00151,D068,V062,H05,2025-03-02 11:55:00,2025-03-02 16:00:58.681244,ontime,2.99,0,0,4.03,9.67,245.97802073333332,4,240,1,0,C0446,retail,2025-03-02 11:33:00,west,east,medium,179.57,web,0,20,airport,sme,2025-08-15 06:20:00,65.9,37.5,partner api,dormant,central,parttime,10,83.9,3.99,flexible,1,hybrid,north,2024-02-13 22:26:00,89.9,113343,active,v2.0,0,Central Core,central,control,88
DL00796,O00860,D139,V098,H05,2024-04-26 22:58:00,2024-04-26 23:15:49.272884,ontime,19.21,2,0,4.08,14.76,17.82121473333333,2,120,0,0,C0076,medical,2024-04-26 21:44:00,east,south,medium,292.33,app,0,70,west,enterprise,2024-01-27 02:55:00,68.4,50.3,app,active,south,fulltime,10,71.4,4.99,evening,1,diesel,west,2025-12-29 15:01:00,69.7,73011,active,v2.1,1,Central Core,central,control,88
DL00797,O00894,D138,V066,H01,2024-01-15 01:08:00,2024-01-15 04:42:43.941796,delayed,11.19,1,0,3.85,5.56,214.73236326666665,2,120,1,0,C0636,parcel,2024-01-14 22:16:00,east,airport,low,114.94,web,0,60,east,consumer,2025-06-30 21:04:00,76.3,69.1,app,suspended,ctr,parttime,11,69.2,4.61,evening,1,hybrid,north,2024-04-10 18:00:00,77.7,98535,scheduled,v2.2,0,North Exchange,north,dispatch,82
DL00798,O00850,D046,V073,H07,2024-07-31 22:19:00,2024-08-01 02:44:15.525375,ontime,12.93,2,0,4.63,14.15,265.25875625,6,360,0,0,C0601,parcel,2024-07-31 21:27:00,west,east,high,24.48,app,0,34,airport,consumer,2025-03-23 23:58:00,56.7,66.0,phone,active,south,fulltime,5,82.2,4.06,morning,1,hybrid,airport,2024-05-28 05:33:00,,191353,active,v2.1,0,Riverside Hub,riverside,warehouse,66
DL00800,O01147,D001,V008,H02,2024-04-20 00:58:00,2024-04-20 13:46:46.149267,delayed,10.59,1,0,3.41,13.12,768.76915445,2,120,1,0,C0165,retail,2024-04-19 22:04:00,south,south,low,149.49,app,0,39,airport,consumer,2025-02-11 15:10:00,69.5,80.8,app,active,airport,fulltime,8,67.8,3.54,morning,1,ev,riverside,2025-06-14 03:47:00,90.5,49711,active,v2.0,0,South Link,south,dispatch,78
DL00801,O00463,D151,V118,H07,2025-02-20 02:40:00,2025-02-20 04:53:27.043106,ontime,12.81,0,0,3.78,18.21,133.45071843333332,2,120,1,0,C0370,medical,2025-02-20 01:55:00,east,central,low,96.83,app,0,18,east,enterprise,2024-08-21 21:27:00,64.6,35.6,app,active,east,fulltime,2,71.3,4.69,flexible,1,diesel,riverside,2025-02-18 12:40:00,78.0,145165,active,v2.1,0,Riverside Hub,riverside,warehouse,66
DL00802,O00691,D092,V086,H08,2024-11-18 03:56:00,2024-11-18 14:22:24.207063,ontime,11.27,0,0,3.79,9.97,626.4034510500001,12,720,0,0,C0532,retail,2024-11-18 01:09:00,north,east,high,231.13,app,0,73,south,consumer,2024-03-08 19:46:00,76.5,51.4,phone,active,east,fulltime,15,88.2,4.24,evening,1,ev,central,2024-02-25 07:56:00,82.8,42307,scheduled,v2.2,0,Midtown Relay,central,charging,63
DL00803,O00368,D080,V093,H05,2024-12-05 00:47:00,2024-12-05 02:50:15.142329,ontime,13.02,3,0,3.98,12.99,123.25237215,4,240,0,0,C0552,business,2024-12-04 22:26:00,central,north,high,89.38,app,1,41,north,consumer,2024-04-17 08:34:00,62.4,68.2,app,active,central,fulltime,11,,4.35,flexible,1,cargovan,central,2025-03-04 19:16:00,69.2,119136,scheduled,v2.0,1,Central Core,central,control,88
DL00804,O00015,D052,V097,H03,2025-11-09 05:43:00,2025-11-09 09:20:46.099682,ontime,9.3,1,0,3.94,9.13,217.76832803333335,6,360,0,0,C0300,business,2025-11-09 03:04:00,south,east,high,145.58,web,0,37,central,consumer,2025-03-14 08:54:00,65.2,36.6,app,active,riverside,fulltime,8,71.7,3.39,morning,1,ev,ctr,2024-11-12 12:56:00,92.1,18680,active,v2.1,0,East Dock,east,warehouse,74
DL00806,O00128,D117,V108,H07,2025-12-28 14:40:00,2025-12-30 04:18:53.684717,delayed,40.11,2,1,2.68,24.27,2258.894745283333,24,1440,1,0,C0611,medical,2025-12-28 13:56:00,airport,airport,medium,136.66,app,0,43,airport,consumer,2024-10-29 20:59:00,37.2,61.2,partner api,active,north,fulltime,1,71.1,3.93,flexible,1,diesel,airport,2025-01-31 06:29:00,54.6,141290,inrepair,v1.9,1,Riverside Hub,riverside,warehouse,66
DL00807,O00089,D103,V061,H05,2025-04-24 20:33:00,2025-04-25 04:18:13.985090,failed,1.2,2,0,2.8,8.46,465.2330848333333,6,360,1,1,C0339,medical,2025-04-24 18:23:00,south,north,high,52.58,web,1,27,south,consumer,2025-02-13 20:28:00,46.6,66.6,app,active,central,fulltime,15,72.5,4.4,morning,1,diesel,south,2025-08-06 20:40:00,60.3,126438,active,v2.2,1,Central Core,central,control,88
DL00808,O00993,D055,V009,H04,2025-06-07 23:43:00,2025-06-08 22:37:54.973798,ontime,10.76,1,0,4.77,9.73,1374.9162299666668,24,1440,0,0,C0440,passenger,2025-06-07 23:31:00,east,north,high,51.85,phone,1,48,east,consumer,2024-05-04 09:18:00,63.8,100.0,app,active,central,fulltime,15,90.5,5.0,flexible,1,cargovan,south,2025-05-01 08:50:00,68.8,156687,active,v2.1,1,West Gate,west,dispatch,69
DL00809,O01071,D043,V051,H05,2025-02-27 00:21:00,2025-02-27 16:48:45.890797,delayed,13.21,1,1,4.41,16.54,987.7648466166667,12,720,1,0,C0055,retail,2025-02-26 23:35:00,south,east,medium,97.8,app,0,34,east,enterprise,2025-11-30 12:14:00,80.3,50.5,app,suspended,north,fulltime,13,80.3,4.6,evening,0,ev,north,2024-11-21 11:04:00,87.8,141107,active,v2.0,0,Central Core,central,control,88
