incident_id,delivery_id,incident_type,reported_at,severity,resolution_status,resolved_hours,incident_severity_score,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_minutes,promised_window_hours,promised_window_minutes,is_delayed,is_failed,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,high_risk_vehicle,hub_name,zone,hub_type,capacity_score
I0205,DL00253,proofmissing,2024-09-30 08:49:00,low,closed,13.5,1,O00325,D126,V033,H08,2024-09-30 05:43:00,2024-09-30 07:09:22.633894,ontime,5.12,1.0,0.0,4.24,9.16,86.37723156666667,2.0,120.0,0.0,0.0,east,parttime,9.0,69.7,4.1,evening,1.0,ev,airport,2024-09-19 18:57:00,78.6,55241.0,inrepair,v2.2,1.0,Midtown Relay,central,charging,63.0
I0206,DL00331,appsyncerror,2025-11-23 23:51:00,low,escalated,9.2,1,O01059,D005,V036,H07,2025-11-23 22:50:00,2025-11-24 01:57:10.991964,ontime,12.94,2.0,0.0,3.72,15.48,187.1831994,6.0,360.0,0.0,0.0,north,fulltime,3.0,69.7,4.14,morning,1.0,diesel,north,2025-09-26 13:33:00,90.4,215767.0,inrepair,v2.1,1.0,Riverside Hub,riverside,warehouse,66.0
I0207,DL00947,customernoshow,2024-10-25 17:54:00,low,open,14.7,1,O01082,D129,V019,H04,2024-10-25 15:52:00,2024-10-26 13:23:40.712696,ontime,10.8,0.0,0.0,4.13,11.79,1291.6785449333333,24.0,1440.0,0.0,0.0,north,fulltime,10.0,64.9,4.18,night,1.0,diesel,south,2024-10-21 23:22:00,70.4,151460.0,scheduled,v2.2,0.0,West Gate,west,dispatch,69.0
I0208,DL00225,proofmissing,2025-10-05 23:13:00,medium,closed,,2,O00056,D150,V044,H05,2025-10-05 20:44:00,2025-10-06 00:53:02.095072,ontime,6.21,2.0,0.0,3.98,14.94,249.03491786666666,4.0,240.0,1.0,0.0,east,fulltime,12.0,88.1,4.08,night,1.0,ev,airport,2025-02-14 20:35:00,91.8,111243.0,active,v2.2,0.0,Central Core,central,control,88.0
I0209,DL00434,proofmissing,2024-09-28 12:08:00,high,closed,2.3,3,O00395,D031,V063,H04,2024-09-28 10:53:00,2024-09-28 18:08:55.461530,delayed,16.69,0.0,1.0,3.34,16.51,435.9243588333333,1.0,60.0,1.0,0.0,north,fulltime,10.0,91.5,4.03,flexible,1.0,ev,central,2024-01-11 00:19:00,73.6,159860.0,active,v2.1,0.0,West Gate,west,dispatch,69.0
I0210,DL00650,vehiclefault,2025-11-29 08:07:00,medium,open,4.0,2,O00106,D097,V035,H01,2025-11-29 06:15:00,2025-11-29 11:03:53.803798,ontime,8.16,0.0,0.0,4.26,11.01,288.89672996666667,6.0,360.0,0.0,0.0,west,fulltime,2.0,79.1,4.48,flexible,1.0,cargovan,east,2025-07-03 09:34:00,83.6,73804.0,active,v2.0,0.0,North Exchange,north,dispatch,82.0
I0211,DL00943,routedeviation,2024-03-17 18:41:00,low,escalated,11.6,1,O00967,D087,V082,H01,2024-03-17 17:18:00,2024-03-17 22:14:16.038008,ontime,5.06,2.0,0.0,4.57,8.9,296.2673001333333,6.0,360.0,0.0,0.0,north,contract,13.0,73.3,4.43,night,1.0,ev,ctr,2024-02-03 08:40:00,81.2,81518.0,active,v2.1,0.0,North Exchange,north,dispatch,82.0
I0212,DL00391,routedeviation,2024-11-05 08:57:00,medium,closed,2.3,2,O00242,D119,V060,H06,2024-11-05 05:50:00,2024-11-05 08:19:49.718245,ontime,20.65,0.0,0.0,3.63,15.9,149.82863741666668,1.0,60.0,1.0,0.0,south,fulltime,5.0,56.0,3.55,flexible,1.0,cargovan,ctr,2025-09-09 03:22:00,80.2,65113.0,inrepair,v2.0,1.0,Airport Hub,airport,dispatch,71.0
I0213,DL00855,batteryalert,2025-01-08 14:27:00,medium,open,17.7,2,O00409,D154,V076,H08,2025-01-08 12:04:00,2025-01-09 09:15:54.067994,delayed,7.29,0.0,0.0,3.36,13.69,1271.9011332333332,6.0,360.0,1.0,0.0,airport,fulltime,4.0,67.0,4.35,evening,1.0,diesel,central,2025-06-19 15:52:00,65.8,106063.0,inrepair,v1.9,1.0,Midtown Relay,central,charging,63.0
I0214,DL00928,appsyncerror,2025-10-30 23:54:00,high,closed,,3,O00100,D023,V101,H05,2025-10-30 22:51:00,2025-10-31 19:39:28.294586,failed,12.72,0.0,1.0,3.15,21.6,1248.4715764333334,6.0,360.0,1.0,1.0,east,fulltime,11.0,79.1,4.16,night,1.0,hybrid,north,2024-07-10 00:56:00,84.8,106932.0,inrepair,v2.1,1.0,Central Core,central,control,88.0
I0215,DL00299,routedeviation,2024-04-29 23:25:00,critical,open,8.6,4,O01061,D121,V088,H07,2024-04-29 22:39:00,2024-04-29 23:45:53.493983,ontime,15.83,3.0,0.0,4.49,12.5,66.89156638333333,2.0,120.0,0.0,0.0,riverside,contract,3.0,,4.97,morning,1.0,diesel,north,2024-02-14 14:03:00,80.3,50427.0,inrepair,v2.1,1.0,Riverside Hub,riverside,warehouse,66.0
I0216,DL00094,batteryalert,2025-05-26 23:41:00,medium,closed,,2,O01026,D034,V012,H04,2025-05-26 22:56:00,2025-05-27 09:41:42.033675,delayed,4.66,0.0,0.0,3.72,16.6,645.70056125,1.0,60.0,1.0,0.0,west,fulltime,11.0,71.3,4.27,morning,1.0,hybrid,south,2024-04-15 00:26:00,56.2,52021.0,active,v2.1,1.0,West Gate,west,dispatch,69.0
I0217,DL00205,routedeviation,2024-09-18 00:46:00,low,closed,19.2,1,O00375,D039,V024,H03,2024-09-17 23:26:00,2024-09-18 02:13:34.429413,ontime,7.16,3.0,0.0,4.17,12.58,167.57382355,4.0,240.0,0.0,0.0,airport,contract,7.0,86.1,4.06,evening,1.0,ev,east,2025-05-26 12:28:00,74.9,56967.0,active,v2.1,0.0,East Dock,east,warehouse,74.0
I0218,DL00463,batteryalert,2025-09-17 02:24:00,medium,pendingvendor,18.1,2,O00271,D102,V023,H07,2025-09-17 00:16:00,2025-09-17 03:09:39.905714,ontime,8.97,0.0,0.0,3.56,12.95,173.66509523333335,4.0,240.0,0.0,0.0,east,parttime,10.0,67.6,4.62,morning,1.0,hybrid,east,2024-01-07 23:54:00,70.7,188387.0,active,v2.1,0.0,Riverside Hub,riverside,warehouse,66.0
I0219,DL00739,appsyncerror,2025-11-03 12:11:00,medium,pendingvendor,5.5,2,O00644,D087,V078,H08,2025-11-03 10:33:00,2025-11-04 00:52:43.389587,delayed,7.6,1.0,0.0,3.28,15.7,859.7231597833332,6.0,360.0,1.0,0.0,north,contract,13.0,73.3,4.43,night,1.0,cargovan,north,2024-03-04 20:00:00,78.4,153638.0,active,v2.1,0.0,Midtown Relay,central,charging,63.0
I0220,DL00894,batteryalert,2025-11-18 13:08:00,medium,closed,12.7,2,O00724,D094,V120,H06,2025-11-18 10:15:00,2025-11-18 22:57:13.153771,delayed,25.57,0.0,0.0,2.58,20.64,762.2192295166666,4.0,240.0,1.0,0.0,ctr,parttime,6.0,60.8,4.48,night,0.0,ev,central,2025-05-02 16:13:00,73.6,192246.0,active,v2.0,0.0,Airport Hub,airport,dispatch,71.0
I0221,DL00329,customernoshow,2025-10-01 22:29:00,critical,closed,3.2,4,O00805,D100,V047,H08,2025-10-01 20:47:00,2025-10-01 23:37:09.410468,ontime,1.62,0.0,0.0,4.03,11.74,170.15684113333333,6.0,360.0,0.0,0.0,central,fulltime,4.0,62.0,4.31,flexible,1.0,ev,ctr,2025-02-15 14:49:00,93.7,134347.0,scheduled,v2.2,0.0,Midtown Relay,central,charging,63.0
I0222,DL00706,appsyncerror,2025-07-12 06:38:00,medium,pendingvendor,,2,O00625,D164,V117,H08,2025-07-12 06:16:00,2025-07-13 05:40:23.019020,ontime,15.14,0.0,0.0,4.37,11.27,1404.3836503333334,24.0,1440.0,0.0,0.0,central,fulltime,5.0,76.1,4.07,flexible,1.0,hybrid,south,2025-01-11 11:13:00,65.5,163683.0,scheduled,v2.2,1.0,Midtown Relay,central,charging,63.0
I0223,DL00545,batteryalert,2024-06-16 08:16:00,high,escalated,17.3,3,O01067,D113,V072,H04,2024-06-16 04:56:00,2024-06-17 00:22:38.764981,delayed,12.43,0.0,0.0,5.0,13.31,1166.6460830166666,12.0,720.0,1.0,0.0,airport,parttime,8.0,70.5,4.47,evening,1.0,cargovan,airport,2025-02-24 19:07:00,78.1,89109.0,inrepair,v2.1,1.0,West Gate,west,dispatch,69.0
I0224,DL00325,vehiclefault,2024-11-06 13:19:00,medium,open,8.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0225,DL00447,vehiclefault,2025-04-12 21:13:00,medium,pendingvendor,1.6,2,O00812,D070,V043,H01,2025-04-12 19:06:00,2025-04-13 16:08:07.919948,ontime,9.36,1.0,0.0,4.55,9.47,1262.1319991333332,24.0,1440.0,0.0,0.0,south,fulltime,9.0,67.0,5.0,flexible,1.0,ev,south,2025-02-23 11:32:00,76.4,149922.0,scheduled,v2.0,0.0,North Exchange,north,dispatch,82.0
I0226,DL00248,temperatureissue,2025-08-22 18:22:00,low,closed,12.5,1,O00799,D099,V047,H02,2025-08-22 18:02:00,2025-08-23 17:33:16.669312,ontime,7.06,1.0,0.0,5.0,13.65,1411.2778218666667,24.0,1440.0,0.0,0.0,north,contract,10.0,82.7,3.48,night,1.0,ev,ctr,2025-02-15 14:49:00,93.7,134347.0,scheduled,v2.2,0.0,South Link,south,dispatch,78.0
I0227,DL00139,vehiclefault,2025-08-05 04:36:00,low,open,7.1,1,O01215,D140,V084,H05,2025-08-05 03:23:00,2025-08-05 12:37:39.102460,ontime,12.23,0.0,0.0,3.57,13.59,554.6517076666667,12.0,720.0,0.0,0.0,north,fulltime,7.0,80.1,3.92,morning,1.0,cargovan,riverside,2024-12-23 06:28:00,47.6,53872.0,inrepair,v2.1,1.0,Central Core,central,control,88.0
I0228,DL00038,batteryalert,2025-10-26 18:53:00,medium,closed,11.8,2,O00727,D096,V002,H02,2025-10-26 15:31:00,2025-10-26 16:43:11.478296,failed,8.82,2.0,0.0,3.43,13.21,72.19130493333334,2.0,120.0,0.0,1.0,ctr,fulltime,4.0,56.4,4.03,morning,1.0,ev,airport,2024-04-21 16:14:00,67.9,159368.0,inrepair,v2.2,1.0,South Link,south,dispatch,78.0
I0229,DL00557,vehiclefault,2024-11-19 16:54:00,medium,pendingvendor,12.8,2,O00781,D055,V027,H08,2024-11-19 14:07:00,2024-11-20 00:38:27.684151,ontime,17.54,2.0,0.0,5.0,13.31,631.4614025166667,12.0,720.0,0.0,0.0,central,fulltime,15.0,90.5,5.0,flexible,1.0,diesel,south,2025-08-12 12:37:00,78.6,51052.0,inrepair,v2.2,1.0,Midtown Relay,central,charging,63.0
I0230,DL00578,temperatureissue,2024-02-21 09:47:00,medium,escalated,1.3,2,O00115,D032,V108,H06,2024-02-21 08:24:00,2024-02-21 14:09:53.056302,ontime,11.09,0.0,0.0,4.55,7.9,345.8842717,6.0,360.0,0.0,0.0,east,parttime,6.0,81.5,3.99,evening,1.0,diesel,airport,2025-01-31 06:29:00,54.6,141290.0,inrepair,v1.9,1.0,Airport Hub,airport,dispatch,71.0
I0231,DL00272,customernoshow,2025-09-02 16:25:00,low,open,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0232,DL00464,temperatureissue,2024-05-02 18:19:00,medium,pendingvendor,29.3,2,O01124,D017,V016,H04,2024-05-02 17:53:00,2024-05-02 19:40:27.608348,ontime,16.51,0.0,0.0,3.76,9.45,107.46013913333333,4.0,240.0,0.0,0.0,east,parttime,1.0,,4.34,morning,1.0,ev,west,2024-10-13 19:38:00,63.5,84395.0,active,v2.1,1.0,West Gate,west,dispatch,69.0
I0233,DL00673,safetynearmiss,2024-09-29 11:20:00,high,pendingvendor,0.4,3,O00651,D125,V047,H03,2024-09-29 10:51:00,2024-09-29 14:22:58.189576,ontime,13.26,0.0,0.0,4.71,11.92,211.96982626666667,6.0,360.0,0.0,0.0,north,parttime,15.0,90.5,4.07,morning,1.0,ev,ctr,2025-02-15 14:49:00,93.7,134347.0,scheduled,v2.2,0.0,East Dock,east,warehouse,74.0
I0234,DL00194,customernoshow,2025-08-07 12:06:00,critical,closed,10.2,4,O00422,D053,V110,H01,2025-08-07 09:57:00,2025-08-07 22:44:40.533037,delayed,8.77,2.0,0.0,2.58,9.97,767.6755506166667,6.0,360.0,1.0,0.0,west,fulltime,5.0,83.3,3.8,morning,1.0,ev,east,2025-03-22 01:17:00,85.1,63717.0,active,v2.1,0.0,North Exchange,north,dispatch,82.0
I0235,DL00339,appsyncerror,2025-06-22 12:40:00,high,open,2.1,3,O00593,D073,V111,H04,2025-06-22 11:57:00,2025-06-22 16:52:49.829827,delayed,4.33,0.0,0.0,1.57,12.76,295.83049711666666,1.0,60.0,1.0,0.0,east,fulltime,11.0,76.9,4.58,evening,1.0,ev,west,2025-11-11 00:21:00,66.3,208147.0,active,v2.1,1.0,West Gate,west,dispatch,69.0
I0236,DL00108,customernoshow,2024-11-08 05:01:00,low,closed,11.7,1,O00620,D084,V009,H06,2024-11-08 01:38:00,2024-11-08 03:02:54.779512,ontime,13.73,1.0,0.0,4.73,17.52,84.91299186666667,2.0,120.0,0.0,0.0,central,parttime,2.0,47.2,3.99,evening,1.0,cargovan,south,2025-05-01 08:50:00,68.8,156687.0,active,v2.1,1.0,Airport Hub,airport,dispatch,71.0
I0237,DL00397,proofmissing,2024-03-10 18:24:00,critical,closed,11.8,4,O01199,D125,V049,H04,2024-03-10 16:57:00,2024-03-10 19:12:57.054704,delayed,10.5,2.0,0.0,4.61,9.36,135.95091173333333,1.0,60.0,1.0,0.0,north,parttime,15.0,90.5,4.07,morning,1.0,diesel,east,2025-12-09 16:47:00,55.9,15278.0,active,v2.2,1.0,West Gate,west,dispatch,69.0
I0238,DL00336,safetynearmiss,2025-02-21 18:42:00,low,closed,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0239,DL00239,customernoshow,2024-08-14 12:07:00,medium,escalated,10.8,2,O00052,D019,V010,H06,2024-08-14 09:02:00,2024-08-15 01:09:18.015871,delayed,13.6,1.0,0.0,3.72,16.0,967.3002645166667,12.0,720.0,1.0,0.0,riverside,fulltime,11.0,73.4,3.82,flexible,0.0,cargovan,north,2025-10-07 22:40:00,50.7,129032.0,inrepair,v2.1,1.0,Airport Hub,airport,dispatch,71.0
I0240,DL00213,customernoshow,2025-10-16 10:42:00,low,closed,14.9,1,O00807,D025,V073,H02,2025-10-16 07:59:00,2025-10-16 10:10:20.184358,ontime,8.57,0.0,0.0,4.33,10.42,131.33640596666666,4.0,240.0,0.0,0.0,north,fulltime,1.0,86.4,3.72,morning,1.0,hybrid,airport,2024-05-28 05:33:00,,191353.0,active,v2.1,0.0,South Link,south,dispatch,78.0
I0241,DL00189,customernoshow,2024-11-05 13:46:00,high,escalated,21.0,3,O01227,D011,V118,H06,2024-11-05 11:52:00,2024-11-05 18:23:23.067031,failed,14.51,1.0,0.0,2.43,12.83,391.3844505166666,2.0,120.0,1.0,1.0,east,fulltime,3.0,89.4,3.85,night,1.0,diesel,riverside,2025-02-18 12:40:00,78.0,145165.0,active,v2.1,0.0,Airport Hub,airport,dispatch,71.0
I0242,DL00798,appsyncerror,2024-08-01 00:27:00,low,closed,16.5,1,O00850,D046,V073,H07,2024-07-31 22:19:00,2024-08-01 02:44:15.525375,ontime,12.93,2.0,0.0,4.63,14.15,265.25875625,6.0,360.0,0.0,0.0,south,fulltime,5.0,82.2,4.06,morning,1.0,hybrid,airport,2024-05-28 05:33:00,,191353.0,active,v2.1,0.0,Riverside Hub,riverside,warehouse,66.0
I0243,DL00052,customernoshow,2025-05-06 14:07:00,medium,closed,25.6,2,O00554,D168,V020,H08,2025-05-06 10:37:00,2025-05-06 20:57:25.303009,delayed,26.380000000000003,1.0,1.0,2.52,24.54,620.4217168166667,2.0,120.0,1.0,0.0,north,fulltime,12.0,93.6,3.84,morning,1.0,hybrid,riverside,2024-10-26 11:25:00,82.3,187051.0,scheduled,v2.1,0.0,Midtown Relay,central,charging,63.0
I0244,DL00421,appsyncerror,2025-07-06 00:57:00,critical,closed,10.3,4,O00286,D026,V039,H02,2025-07-05 22:02:00,2025-07-06 03:09:23.122074,ontime,17.73,1.0,0.0,4.49,8.92,307.3853679,6.0,360.0,0.0,0.0,north,parttime,4.0,84.9,3.15,night,0.0,ev,east,2025-01-01 01:38:00,69.5,37024.0,inrepair,v1.9,1.0,South Link,south,dispatch,78.0
I0245,DL00347,proofmissing,2024-12-09 02:59:00,low,open,20.8,1,O00343,D026,V030,H03,2024-12-09 02:01:00,2024-12-09 11:31:00.186861,delayed,15.62,0.0,1.0,3.94,18.0,570.00311435,2.0,120.0,1.0,0.0,north,parttime,4.0,84.9,3.15,night,0.0,cargovan,north,2025-09-14 07:20:00,78.0,134360.0,active,v2.1,0.0,East Dock,east,warehouse,74.0
I0246,DL00720,temperatureissue,2025-10-13 23:28:00,high,escalated,8.2,3,O01179,D097,V102,H06,2025-10-13 21:10:00,2025-10-14 08:32:17.261543,delayed,9.37,1.0,0.0,3.0,9.84,682.2876923833334,6.0,360.0,1.0,0.0,west,fulltime,2.0,79.1,4.48,flexible,1.0,ev,west,2024-10-24 12:35:00,77.0,198326.0,active,v2.0,0.0,Airport Hub,airport,dispatch,71.0
I0247,DL00707,routedeviation,2025-11-12 10:47:00,critical,open,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0248,DL00371,batteryalert,2024-03-31 09:36:00,high,open,18.5,3,O01079,D158,V069,H03,2024-03-31 08:45:00,2024-04-01 08:18:08.744449,ontime,17.43,0.0,0.0,3.57,10.98,1413.1457408166668,24.0,1440.0,0.0,0.0,central,fulltime,5.0,81.4,4.45,morning,1.0,hybrid,central,2025-07-20 18:17:00,71.4,187158.0,active,v2.1,0.0,East Dock,east,warehouse,74.0
I0249,DL00404,safetynearmiss,2024-04-03 04:11:00,medium,pendingvendor,6.4,2,O00502,D049,V025,H02,2024-04-03 03:48:00,2024-04-03 04:25:17.871676,ontime,7.84,0.0,0.0,3.14,11.38,37.29786126666667,4.0,240.0,0.0,0.0,central,contract,14.0,41.4,4.0,morning,1.0,diesel,airport,2024-11-03 05:34:00,42.0,52074.0,active,v2.1,1.0,South Link,south,dispatch,78.0
I0250,DL00378,customernoshow,2025-05-14 02:12:00,high,closed,33.9,3,O00070,D111,V037,H02,2025-05-13 23:09:00,2025-05-14 15:42:14.054302,failed,7.92,0.0,0.0,2.14,7.93,993.2342383666667,4.0,240.0,1.0,1.0,airport,fulltime,15.0,79.2,4.12,night,1.0,cargovan,south,2025-06-13 23:43:00,56.6,52146.0,inrepair,v1.9,1.0,South Link,south,dispatch,78.0
I0251,DL00135,customernoshow,2025-07-28 06:36:00,high,escalated,,3,O00225,D069,V075,H03,2025-07-28 04:31:00,2025-07-29 01:14:21.599308,failed,10.34,2.0,0.0,3.6,9.3,1243.3599884666667,1.0,60.0,1.0,1.0,north,parttime,2.0,61.5,5.0,evening,0.0,diesel,west,2024-04-12 02:10:00,85.5,32441.0,inrepair,v2.1,1.0,East Dock,east,warehouse,74.0
I0252,DL00016,vehiclefault,2025-06-12 02:24:00,medium,pendingvendor,3.8,2,O01220,D010,V091,H08,2025-06-12 01:47:00,2025-06-12 04:51:00.780258,ontime,18.25,1.0,0.0,5.0,12.61,184.0130043,6.0,360.0,0.0,0.0,west,fulltime,8.0,70.0,3.95,evening,1.0,hybrid,east,2025-08-24 05:20:00,58.5,172956.0,active,v1.9,1.0,Midtown Relay,central,charging,63.0
I0253,DL00388,proofmissing,2024-12-11 14:31:00,low,pendingvendor,21.0,1,O00886,D088,V086,H05,2024-12-11 11:37:00,2024-12-11 14:15:40.274228,ontime,10.71,1.0,0.0,4.64,9.36,158.67123713333334,1.0,60.0,1.0,0.0,riverside,contract,4.0,84.3,4.17,morning,1.0,ev,central,2024-02-25 07:56:00,82.8,42307.0,scheduled,v2.2,0.0,Central Core,central,control,88.0
I0254,DL00275,vehiclefault,2025-02-09 20:10:00,high,closed,23.6,3,O00697,D002,V012,H07,2025-02-09 18:46:00,2025-02-09 23:36:15.049502,ontime,1.96,0.0,0.0,4.25,8.32,290.25082503333334,6.0,360.0,0.0,0.0,central,fulltime,4.0,42.4,3.94,evening,1.0,hybrid,south,2024-04-15 00:26:00,56.2,52021.0,active,v2.1,1.0,Riverside Hub,riverside,warehouse,66.0
I0255,DL00468,batteryalert,2025-04-20 07:56:00,high,escalated,22.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0256,DL00073,temperatureissue,2025-07-23 07:40:00,critical,closed,20.0,4,O00421,D141,V092,H08,2025-07-23 07:06:00,2025-07-24 05:47:40.524208,ontime,19.34,3.0,0.0,4.68,17.54,1361.6754034666667,24.0,1440.0,0.0,0.0,north,parttime,14.0,71.4,3.44,flexible,1.0,hybrid,east,2024-01-07 14:19:00,80.5,36143.0,inrepair,v2.1,1.0,Midtown Relay,central,charging,63.0
I0257,DL00075,vehiclefault,2024-08-06 06:54:00,medium,closed,3.0,2,O01239,D169,V047,H02,2024-08-06 04:24:00,2024-08-06 05:22:04.347228,ontime,13.25,3.0,0.0,3.24,11.94,58.0724538,2.0,120.0,0.0,0.0,east,contract,5.0,77.6,3.81,flexible,1.0,ev,ctr,2025-02-15 14:49:00,93.7,134347.0,scheduled,v2.2,0.0,South Link,south,dispatch,78.0
I0258,DL00036,appsyncerror,2024-11-09 01:48:00,low,open,19.9,1,O00652,D158,V106,H06,2024-11-08 22:14:00,2024-11-09 04:09:12.967657,ontime,15.77,1.0,0.0,4.35,13.68,355.2161276166667,4.0,240.0,1.0,0.0,central,fulltime,5.0,81.4,4.45,morning,1.0,cargovan,north,2024-05-06 13:52:00,74.9,93084.0,active,v2.1,0.0,Airport Hub,airport,dispatch,71.0
I0259,DL00703,proofmissing,2025-04-24 11:49:00,critical,open,9.6,4,O01098,D136,V020,H06,2025-04-24 09:34:00,2025-04-24 15:44:51.782386,delayed,11.16,1.0,0.0,2.82,12.56,370.86303976666665,2.0,120.0,1.0,0.0,airport,fulltime,4.0,89.5,3.99,evening,1.0,hybrid,riverside,2024-10-26 11:25:00,82.3,187051.0,scheduled,v2.1,0.0,Airport Hub,airport,dispatch,71.0
I0260,DL00800,vehiclefault,2024-04-20 04:36:00,low,pendingvendor,6.1,1,O01147,D001,V008,H02,2024-04-20 00:58:00,2024-04-20 13:46:46.149267,delayed,10.59,1.0,0.0,3.41,13.12,768.76915445,2.0,120.0,1.0,0.0,airport,fulltime,8.0,67.8,3.54,morning,1.0,ev,riverside,2025-06-14 03:47:00,90.5,49711.0,active,v2.0,0.0,South Link,south,dispatch,78.0
I0261,DL00599,customernoshow,2025-02-20 09:24:00,critical,closed,19.0,4,O01150,D133,V112,H01,2025-02-20 06:18:00,2025-02-20 07:36:40.669805,ontime,7.34,0.0,0.0,5.0,4.99,78.67783008333335,1.0,60.0,1.0,0.0,south,contract,12.0,88.2,3.99,flexible,1.0,ev,south,2024-06-08 07:45:00,94.1,19121.0,inrepair,v2.1,1.0,North Exchange,north,dispatch,82.0
I0262,DL00674,safetynearmiss,2024-01-16 07:01:00,low,open,6.5,1,O00456,D005,V078,H01,2024-01-16 04:57:00,2024-01-16 07:20:04.951071,ontime,12.96,1.0,0.0,4.96,8.1,143.08251785,2.0,120.0,1.0,0.0,north,fulltime,3.0,69.7,4.14,morning,1.0,cargovan,north,2024-03-04 20:00:00,78.4,153638.0,active,v2.1,0.0,North Exchange,north,dispatch,82.0
I0263,DL00945,routedeviation,2025-01-24 07:15:00,low,closed,2.5,1,O00197,D075,V074,H03,2025-01-24 05:04:00,2025-01-24 07:26:38.824570,ontime,8.74,1.0,0.0,4.39,12.97,142.64707616666666,2.0,120.0,1.0,0.0,airport,fulltime,13.0,99.0,3.62,evening,1.0,cargovan,east,2025-06-05 03:01:00,62.4,18034.0,active,v2.1,1.0,East Dock,east,warehouse,74.0
I0264,DL00772,vehiclefault,2024-10-24 07:59:00,high,escalated,21.2,3,O01108,D135,V058,H07,2024-10-24 07:22:00,2024-10-24 12:22:16.408717,ontime,15.77,0.0,0.0,4.48,12.1,300.27347861666664,4.0,240.0,1.0,0.0,riverside,parttime,2.0,70.3,4.4,flexible,1.0,hybrid,central,2024-07-11 13:11:00,74.1,15138.0,active,v2.0,0.0,Riverside Hub,riverside,warehouse,66.0
I0265,DL00734,customernoshow,2025-01-20 01:08:00,high,open,2.1,3,O00317,D106,V089,H02,2025-01-19 23:25:00,2025-01-20 05:14:31.689455,ontime,12.54,0.0,0.0,3.99,12.79,349.5281575833333,6.0,360.0,0.0,0.0,central,contract,12.0,71.9,3.66,morning,1.0,cargovan,central,2025-09-27 07:15:00,93.6,136082.0,inrepair,v1.9,1.0,South Link,south,dispatch,78.0
I0266,DL00608,vehiclefault,2024-12-28 18:53:00,medium,open,4.9,2,O00357,D143,V042,H01,2024-12-28 16:27:00,2024-12-28 16:28:21.233113,ontime,9.33,2.0,0.0,4.24,8.18,1.3538852166666666,2.0,120.0,0.0,0.0,central,fulltime,6.0,68.5,4.14,night,1.0,ev,east,2025-06-21 07:06:00,80.5,215870.0,inrepair,v1.9,1.0,North Exchange,north,dispatch,82.0
I0267,DL00874,appsyncerror,2025-03-08 08:30:00,high,escalated,15.2,3,O01012,D006,V088,H02,2025-03-08 05:38:00,2025-03-08 16:05:25.585889,delayed,10.15,0.0,1.0,2.81,12.54,627.4264314833333,1.0,60.0,1.0,0.0,central,fulltime,8.0,78.8,4.38,flexible,1.0,diesel,north,2024-02-14 14:03:00,80.3,50427.0,inrepair,v2.1,1.0,South Link,south,dispatch,78.0
I0268,DL00108,routedeviation,2024-11-08 01:48:00,low,open,17.5,1,O00620,D084,V009,H06,2024-11-08 01:38:00,2024-11-08 03:02:54.779512,ontime,13.73,1.0,0.0,4.73,17.52,84.91299186666667,2.0,120.0,0.0,0.0,central,parttime,2.0,47.2,3.99,evening,1.0,cargovan,south,2025-05-01 08:50:00,68.8,156687.0,active,v2.1,1.0,Airport Hub,airport,dispatch,71.0
I0269,DL00153,routedeviation,2024-08-05 11:52:00,low,closed,23.3,1,O00893,D115,V007,H01,2024-08-05 08:55:00,2024-08-06 02:10:16.054319,failed,12.85,1.0,0.0,3.96,15.21,1035.2675719833335,2.0,120.0,1.0,1.0,south,fulltime,11.0,69.5,4.77,morning,1.0,diesel,airport,2025-09-17 08:52:00,68.6,78468.0,active,v2.2,1.0,North Exchange,north,dispatch,82.0
I0270,DL00539,temperatureissue,2024-05-13 02:53:00,low,escalated,8.4,1,O01160,D067,V111,H03,2024-05-13 01:19:00,2024-05-13 03:22:01.712270,ontime,13.52,0.0,0.0,4.95,10.35,123.02853783333333,4.0,240.0,0.0,0.0,west,fulltime,11.0,77.0,4.84,morning,1.0,ev,west,2025-11-11 00:21:00,66.3,208147.0,active,v2.1,1.0,East Dock,east,warehouse,74.0
I0271,DL00755,routedeviation,2024-01-05 07:16:00,medium,open,,2,O01073,D084,V024,H08,2024-01-05 05:34:00,2024-01-05 21:45:54.509466,delayed,21.74,1.0,0.0,2.22,13.13,971.9084911000001,6.0,360.0,1.0,0.0,central,parttime,2.0,47.2,3.99,evening,1.0,ev,east,2025-05-26 12:28:00,74.9,56967.0,active,v2.1,0.0,Midtown Relay,central,charging,63.0
I0272,DL00050,batteryalert,2025-09-05 05:18:00,high,closed,20.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
